borocode,boroname,countyfips,ntacode,ntaname,shape_area,shape_leng,ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AR_1,SHAPE_LEN,21_placeke,21_parent_,21_locatio,21_street_,21_city,21_region,21_date_ra,21_date__1,21_raw_vis,21_raw_v_1,21_conc_ac
3.0000000000000000000000000000000,Brooklyn,"047",BK44,Madison,27379161.9978000000119209289550781250000,26237.2573410000004514586180448532104,"11210","0",Brooklyn,67067.00000000,47887022.99216040,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wg4-cqz,,Gs Pharmacy Llc,1932 Norstrand Ave,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"161","101","1932 Norstrand Ave, New York, NY, 11210"
3.0000000000000000000000000000000,Brooklyn,"047",BK44,Madison,27379161.9978000000119209289550781250000,26237.2573410000004514586180448532104,"11230","0",Brooklyn,80857.00000000,49926703.39331720,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-223@627-wdh-jgk,,Zoura & Zeev,1318 Ave,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"67","57","1318 Ave, New York, NY, 11230"
3.0000000000000000000000000000000,Brooklyn,"047",BK44,Madison,27379161.9978000000119209289550781250000,26237.2573410000004514586180448532104,"11234","0",Brooklyn,85853.00000000,206201040.08797300,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-224@627-wgr-jd9,zzz-222@627-wgq-kzz,Mobil,6000 Shore Pkwy,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"253","232","6000 Shore Pkwy, New York, NY, 11234"
3.0000000000000000000000000000000,Brooklyn,"047",BK44,Madison,27379161.9978000000119209289550781250000,26237.2573410000004514586180448532104,"11229","0",Brooklyn,79608.00000000,60119326.14426950,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wdh-rtv,,Steven Brooks DO MS,Advanced Dermatology Laser & Cosmetic Surgery 1220,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"5","5","Advanced Dermatology Laser & Cosmetic Surgery 1220, New York, NY, 11229"
4.0000000000000000000000000000000,Queens,"081",QN48,Auburndale,34164217.5746999979019165039062500000000,32446.8786729999992530792951583862305,"11358","0",Flushing,37743.00000000,54622541.08573670,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s9c-3t9,,The Olde Towne Of Flushing Burial Ground,The Olde Towne of Flushing Burial Ground,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"512","148","The Olde Towne of Flushing Burial Ground, New York, NY, 11358"
4.0000000000000000000000000000000,Queens,"081",QN48,Auburndale,34164217.5746999979019165039062500000000,32446.8786729999992530792951583862305,"11364","0",Oakland Gardens,33937.00000000,84259665.05296010,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-rzq-mc5,,Bell Malls,Bell Malls,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"364","187","Bell Malls, New York, NY, 11364"
4.0000000000000000000000000000000,Queens,"081",QN48,Auburndale,34164217.5746999979019165039062500000000,32446.8786729999992530792951583862305,"11365","0",Fresh Meadows,40528.00000000,69385865.59473890,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-rzq-bzf,222-223@627-rzq-bp9,Fresh Meadows Park,Fresh Meadows Park,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"213","169","Fresh Meadows Park, New York, NY, 11365"
4.0000000000000000000000000000000,Queens,"081",QN48,Auburndale,34164217.5746999979019165039062500000000,32446.8786729999992530792951583862305,"11361","0",Bayside,28496.00000000,50163518.24335120,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-rzx-wzf,,Crocheron Park,Crocheron Park,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"1059","500","Crocheron Park, New York, NY, 11361"
4.0000000000000000000000000000000,Queens,"081",QN51,Murray Hill,52488277.0737000033259391784667968750000,33266.9048112000018591061234474182129,"11357","0",Whitestone,38944.00000000,77359110.60914420,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzw-22b@627-s9h-vzz,,Holla Studio,150 47bb 14th Ave,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"353","172","150 47bb 14th Ave, New York, NY, 11357"
4.0000000000000000000000000000000,Queens,"081",QN51,Murray Hill,52488277.0737000033259391784667968750000,33266.9048112000018591061234474182129,"11354","0",Flushing,58525.00000000,61985147.45080450,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzw-222@627-s9c-zj9,zzz-222@627-s9f-brk,Citi Field,1 Roosevelt Avenue,New York,NY,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,"2039","1299","1 Roosevelt Avenue, New York, NY, 11354"
